frequency_MHz,signal,reference,ratio,cps_prior,timestamp
999.9999996185302,100702,99772,1.0093212524555988,135000,2026-02-03 16:35:41
1005.9999996185302,99629,99974,0.9965491027667194,135000,2026-02-03 16:35:41
1011.9999996185302,102077,104922,0.9728846190503422,135000,2026-02-03 16:35:41
1017.9999996185302,107331,109056,0.9841824383802817,135000,2026-02-03 16:35:41
1023.9999996185302,109282,108591,1.006363326610861,135000,2026-02-03 16:35:41
1029.9999996185302,106785,108068,0.9881278454306548,135000,2026-02-03 16:35:41
1035.9999996185302,107751,107332,1.0039037752021764,135000,2026-02-03 16:35:41
1041.9999996185302,107802,108583,0.9928073455329103,135000,2026-02-03 16:35:41
1047.9999996185302,107819,107118,1.0065441849175676,135000,2026-02-03 16:35:41
1053.9999996185302,106207,105831,1.0035528342357154,135000,2026-02-03 16:35:41
1059.9999996185302,105094,104595,1.0047707825421865,135000,2026-02-03 16:35:41
1065.9999996185302,105657,107272,0.9849448131851741,135000,2026-02-03 16:35:41
1071.9999996185302,107123,108164,0.9903757257497874,135000,2026-02-03 16:35:41
1077.9999996185302,107656,108841,0.9891125586865244,135000,2026-02-03 16:35:41
1083.9999996185302,106888,105834,1.0099589923843,135000,2026-02-03 16:35:41
1089.9999996185302,104106,104065,1.0003939845289003,135000,2026-02-03 16:35:41
1095.9999996185302,103551,104420,0.9916778394943497,135000,2026-02-03 16:35:41
1101.9999996185302,103692,104271,0.9944471617228184,135000,2026-02-03 16:35:41
1107.9999996185302,103885,103444,1.0042631762112835,135000,2026-02-03 16:35:41
1113.9999996185302,101446,101607,0.9984154635015304,135000,2026-02-03 16:35:41
1119.9999996185302,100691,100263,1.0042687731266768,135000,2026-02-03 16:35:41
1125.9999996185302,99925,100855,0.9907788409102176,135000,2026-02-03 16:35:41
1131.9999996185302,101113,101699,0.9942378981110925,135000,2026-02-03 16:35:41
1137.9999996185302,100351,99494,1.0086135847387783,135000,2026-02-03 16:35:41
1143.9999996185302,98641,98424,1.0022047468097213,135000,2026-02-03 16:35:41
1149.9999996185302,98699,100701,0.9801193632635227,135000,2026-02-03 16:35:41
1155.9999996185302,101123,103562,0.9764488905196886,135000,2026-02-03 16:35:41
1161.9999996185302,105072,106537,0.9862489088297962,135000,2026-02-03 16:35:41
1167.9999996185302,106255,107966,0.9841524183539262,135000,2026-02-03 16:35:41
1173.9999996185302,107483,108612,0.9896052001620447,135000,2026-02-03 16:35:41
1179.9999996185302,107124,108601,0.9863997569083157,135000,2026-02-03 16:35:41
1185.9999996185302,107497,108439,0.9913130884644823,135000,2026-02-03 16:35:41
1191.9999996185302,107298,108545,0.9885116771845778,135000,2026-02-03 16:35:41
1197.9999996185302,106592,106806,0.9979963672452858,135000,2026-02-03 16:35:41
1203.9999996185302,105620,107756,0.9801774379152901,135000,2026-02-03 16:35:41
1209.9999996185302,107027,108409,0.987251980924093,135000,2026-02-03 16:35:41
1215.9999996185302,108425,110827,0.9783265810677904,135000,2026-02-03 16:35:41
1221.9999996185302,109335,109361,0.9997622552829619,135000,2026-02-03 16:35:41
1227.9999996185302,107926,107506,1.003906758692538,135000,2026-02-03 16:35:41
1233.9999996185302,105819,106533,0.993297851369998,135000,2026-02-03 16:35:41
1239.9999996185302,104938,107050,0.9802709014479215,135000,2026-02-03 16:35:41
1245.9999996185302,105967,107531,0.9854553570598246,135000,2026-02-03 16:35:41
1251.9999996185302,107693,108439,0.993120556257435,135000,2026-02-03 16:35:41
1257.9999996185302,107284,107523,0.9977772197576332,135000,2026-02-03 16:35:41
1263.9999996185302,106138,107404,0.9882127295072809,135000,2026-02-03 16:35:41
1269.9999996185302,107791,108790,0.990817170695836,135000,2026-02-03 16:35:41
1275.9999996185302,108011,109256,0.9886047448195064,135000,2026-02-03 16:35:41
1281.9999996185302,108474,107701,1.0071772778340033,135000,2026-02-03 16:35:41
1287.9999996185302,105381,105246,1.0012827090815803,135000,2026-02-03 16:35:41
1293.9999996185302,104547,105812,0.9880448342343023,135000,2026-02-03 16:35:41
1299.9999996185302,106001,107107,0.9896738775243448,135000,2026-02-03 16:35:41
1305.9999996185302,106911,110103,0.9710089643333969,135000,2026-02-03 16:35:41
1311.9999996185302,108833,109321,0.9955360818141071,135000,2026-02-03 16:35:41
1317.9999996185302,108369,107828,1.0050172496939571,135000,2026-02-03 16:35:41
