index,timestamp,cps_prior,frequency_MHz,signal,reference,ratio
0,2026-02-03 00:00:51,110070.74204623484,999.9999996185302,115940,115590,1.0030279435937366
0,2026-02-03 00:00:51,110070.74204623484,1001.9999999999999,115744,116312,0.995116582983699
0,2026-02-03 00:00:51,110070.74204623484,1004.0000003814696,115611,115781,0.9985317107297398
0,2026-02-03 00:00:51,110070.74204623484,1006.0000007629394,115607,116183,0.9950423039515247
0,2026-02-03 00:00:51,110070.74204623484,1008.0000011444091,115375,115897,0.9954960007592949
0,2026-02-03 00:00:51,110070.74204623484,1010.0000015258788,114772,116431,0.9857512174592677
0,2026-02-03 00:00:51,110070.74204623484,1012.0000019073485,115470,116100,0.9945736434108527
0,2026-02-03 00:00:51,110070.74204623484,1014.0000022888182,115907,115490,1.003610702225301
0,2026-02-03 00:00:51,110070.74204623484,1016.000002670288,115270,115833,0.9951395543584298
0,2026-02-03 00:00:51,110070.74204623484,1018.0000030517577,114322,115162,0.9927059273024088
0,2026-02-03 00:00:51,110070.74204623484,1020.0000034332274,115764,115725,1.0003370058327932
0,2026-02-03 00:00:51,110070.74204623484,1022.0000038146972,115022,114909,1.0009833868539453
0,2026-02-03 00:00:51,110070.74204623484,1024.0000041961669,115504,116003,0.9956983871106782
0,2026-02-03 00:00:51,110070.74204623484,1026.0000045776367,115331,116781,0.9875835966467148
0,2026-02-03 00:00:51,110070.74204623484,1028.0000049591063,114607,115421,0.9929475572036285
0,2026-02-03 00:00:51,110070.74204623484,1030.000005340576,115336,116181,0.9927268658386483
0,2026-02-03 00:00:51,110070.74204623484,1032.000005722046,115408,115878,0.9959440100795665
0,2026-02-03 00:00:51,110070.74204623484,1034.0000061035155,115444,116120,0.9941784361005856
0,2026-02-03 00:00:51,110070.74204623484,1036.0000064849853,114938,116553,0.986143642806277
0,2026-02-03 00:00:51,110070.74204623484,1038.000006866455,115764,115743,1.0001814364583603
0,2026-02-03 00:00:51,110070.74204623484,1040.0000072479247,115567,115790,0.9980740996631834
0,2026-02-03 00:00:51,110070.74204623484,1042.0000076293945,115266,116281,0.9912711448989947
0,2026-02-03 00:00:51,110070.74204623484,1044.0000080108641,115617,115900,0.9975582398619499
0,2026-02-03 00:00:51,110070.74204623484,1046.000008392334,115265,115824,0.9951737118386518
0,2026-02-03 00:00:51,110070.74204623484,1048.0000087738035,115410,115974,0.9951368410160898
0,2026-02-03 00:00:51,110070.74204623484,1050.0000091552733,115021,116300,0.9890025795356836
0,2026-02-03 00:00:51,110070.74204623484,1052.0000095367432,115399,116127,0.9937310014036357
0,2026-02-03 00:00:51,110070.74204623484,1054.0000099182128,114815,116743,0.9834850911831973
0,2026-02-03 00:00:51,110070.74204623484,1056.0000102996826,115497,115529,0.9997230132693956
0,2026-02-03 00:00:51,110070.74204623484,1058.0000106811522,115555,116079,0.9954858329241293
0,2026-02-03 00:00:51,110070.74204623484,1060.000011062622,115065,115473,0.9964667065028189
0,2026-02-03 00:00:51,110070.74204623484,1062.0000114440918,115292,116184,0.9923225228947187
0,2026-02-03 00:00:51,110070.74204623484,1064.0000118255614,114994,115724,0.9936918875946217
0,2026-02-03 00:00:51,110070.74204623484,1066.0000122070312,115113,116363,0.9892577537533408
0,2026-02-03 00:00:51,110070.74204623484,1068.0000125885008,115880,116178,0.997434970476338
0,2026-02-03 00:00:51,110070.74204623484,1070.0000129699706,115258,116245,0.9915093122284829
0,2026-02-03 00:00:51,110070.74204623484,1072.0000133514404,115286,115656,0.9968008577159854
0,2026-02-03 00:00:51,110070.74204623484,1074.00001373291,115352,116053,0.9939596563639027
0,2026-02-03 00:00:51,110070.74204623484,1076.0000141143798,115698,116488,0.9932181855641783
0,2026-02-03 00:00:51,110070.74204623484,1078.0000144958494,115391,116353,0.9917320567583131
0,2026-02-03 00:00:51,110070.74204623484,1080.0000148773192,115206,115851,0.9944325038195614
0,2026-02-03 00:00:51,110070.74204623484,1082.000015258789,115698,115900,0.9982571182053495
0,2026-02-03 00:00:51,110070.74204623484,1084.0000156402587,115576,116230,0.9943732255011615
0,2026-02-03 00:00:51,110070.74204623484,1086.0000160217285,115755,116186,0.996290430860861
0,2026-02-03 00:00:51,110070.74204623484,1088.000016403198,115721,115839,0.9989813447975207
0,2026-02-03 00:00:51,110070.74204623484,1090.0000167846679,115433,115801,0.9968221345238815
0,2026-02-03 00:00:51,110070.74204623484,1092.0000171661377,115748,115968,0.9981029249448123
0,2026-02-03 00:00:51,110070.74204623484,1094.0000175476073,115853,115902,0.9995772290383255
0,2026-02-03 00:00:51,110070.74204623484,1096.000017929077,114686,115712,0.9911331581858407
0,2026-02-03 00:00:51,110070.74204623484,1098.0000183105467,115055,115993,0.9919133051132396
0,2026-02-03 00:00:51,110070.74204623484,1100.0000186920165,115729,116556,0.9929046981708364
0,2026-02-03 00:00:51,110070.74204623484,1102.0000190734863,116184,115448,1.0063751645762595
0,2026-02-03 00:00:51,110070.74204623484,1104.000019454956,115374,116219,0.9927292439274129
0,2026-02-03 00:00:51,110070.74204623484,1106.0000198364257,116123,116204,0.99930294998451
0,2026-02-03 00:00:51,110070.74204623484,1108.0000202178953,115622,115483,1.0012036403626507
0,2026-02-03 00:00:51,110070.74204623484,1110.0000205993651,115473,115947,0.9959119252762038
0,2026-02-03 00:00:51,110070.74204623484,1112.000020980835,115632,116394,0.993453270787154
0,2026-02-03 00:00:51,110070.74204623484,1114.0000213623046,114889,115695,0.9930334068023683
0,2026-02-03 00:00:51,110070.74204623484,1116.0000217437744,115372,115668,0.9974409516893177
0,2026-02-03 00:00:51,110070.74204623484,1118.000022125244,115048,115590,0.9953110130634137
0,2026-02-03 00:00:51,110070.74204623484,1120.0000225067138,115337,116058,0.9937875889641387
0,2026-02-03 00:00:51,110070.74204623484,1122.0000228881836,115443,116373,0.9920084555695908
0,2026-02-03 00:00:51,110070.74204623484,1124.0000232696532,114938,115848,0.9921448794972723
0,2026-02-03 00:00:51,110070.74204623484,1126.000023651123,114603,116105,0.9870634339606391
0,2026-02-03 00:00:51,110070.74204623484,1128.0000240325926,115805,116479,0.9942135492234652
0,2026-02-03 00:00:51,110070.74204623484,1130.0000244140624,115313,116293,0.9915730095534555
0,2026-02-03 00:00:51,110070.74204623484,1132.0000247955322,115459,116253,0.9931700687294092
0,2026-02-03 00:00:51,110070.74204623484,1134.0000251770018,115155,116529,0.9882089436964189
0,2026-02-03 00:00:51,110070.74204623484,1136.0000255584716,115773,115773,1.0
0,2026-02-03 00:00:51,110070.74204623484,1138.0000259399412,115812,116229,0.9964122551170534
0,2026-02-03 00:00:51,110070.74204623484,1140.000026321411,115720,116096,0.9967613009922822
0,2026-02-03 00:00:51,110070.74204623484,1142.0000267028809,115193,115921,0.9937198609397779
0,2026-02-03 00:00:51,110070.74204623484,1144.0000270843504,115733,116161,0.9963154587167811
0,2026-02-03 00:00:51,110070.74204623484,1146.0000274658203,115087,116628,0.9867870494220942
0,2026-02-03 00:00:51,110070.74204623484,1148.0000278472899,115161,115962,0.9930925648057122
0,2026-02-03 00:00:51,110070.74204623484,1150.0000282287597,115268,115980,0.993861010519055
0,2026-02-03 00:00:51,110070.74204623484,1152.0000286102295,115236,116201,0.9916954243078803
0,2026-02-03 00:00:51,110070.74204623484,1154.000028991699,115474,116002,0.9954483543387183
0,2026-02-03 00:00:51,110070.74204623484,1156.000029373169,115836,115404,1.003743371113653
0,2026-02-03 00:00:51,110070.74204623484,1158.0000297546385,115865,115790,1.000647724328526
0,2026-02-03 00:00:51,110070.74204623484,1160.0000301361083,115665,116278,0.9947281514989937
0,2026-02-03 00:00:51,110070.74204623484,1162.0000305175781,115769,115587,1.0015745715348612
0,2026-02-03 00:00:51,110070.74204623484,1164.0000308990477,115261,115557,0.9974384935572921
0,2026-02-03 00:00:51,110070.74204623484,1166.0000312805175,115429,115573,0.9987540342467531
0,2026-02-03 00:00:51,110070.74204623484,1168.0000316619871,115532,115382,1.0013000294673347
0,2026-02-03 00:00:51,110070.74204623484,1170.000032043457,115255,115456,0.9982590770509978
0,2026-02-03 00:00:51,110070.74204623484,1172.0000324249268,116115,115546,1.0049244456753155
0,2026-02-03 00:00:51,110070.74204623484,1174.0000328063963,116111,116201,0.9992254799872634
0,2026-02-03 00:00:51,110070.74204623484,1176.0000331878662,115290,115761,0.9959312721901158
0,2026-02-03 00:00:51,110070.74204623484,1178.0000335693358,115594,116011,0.9964055132702934
0,2026-02-03 00:00:51,110070.74204623484,1180.0000339508056,115533,115924,0.99662710051413
0,2026-02-03 00:00:51,110070.74204623484,1182.0000343322754,115564,116357,0.9931847675687754
0,2026-02-03 00:00:51,110070.74204623484,1184.000034713745,115278,115686,0.9964732119703335
0,2026-02-03 00:00:51,110070.74204623484,1186.0000350952148,115498,116086,0.9949347897248592
0,2026-02-03 00:00:51,110070.74204623484,1188.0000354766844,115193,115600,0.9964792387543253
0,2026-02-03 00:00:51,110070.74204623484,1190.0000358581542,115537,115564,0.9997663632273026
0,2026-02-03 00:00:51,110070.74204623484,1192.000036239624,115089,116162,0.9907629000878084
0,2026-02-03 00:00:51,110070.74204623484,1194.0000366210936,115141,116082,0.9918936613773023
0,2026-02-03 00:00:51,110070.74204623484,1196.0000370025634,114998,116094,0.9905593743001361
0,2026-02-03 00:00:51,110070.74204623484,1198.000037384033,115149,116048,0.9922532055701089
0,2026-02-03 00:00:51,110070.74204623484,1200.0000377655028,115805,116553,0.9935823187734335
0,2026-02-03 00:00:51,110070.74204623484,1202.0000381469727,115272,115896,0.9946158624974115
0,2026-02-03 00:00:51,110070.74204623484,1204.0000385284422,115299,115688,0.996637507779545
0,2026-02-03 00:00:51,110070.74204623484,1206.000038909912,115786,115938,0.9986889544411668
0,2026-02-03 00:00:51,110070.74204623484,1208.0000392913817,115483,115015,1.0040690344737644
0,2026-02-03 00:00:51,110070.74204623484,1210.0000396728515,115747,116475,0.993749731702082
0,2026-02-03 00:00:51,110070.74204623484,1212.0000400543213,115567,116040,0.9959238193726301
0,2026-02-03 00:00:51,110070.74204623484,1214.0000404357909,115356,115844,0.9957874382790649
0,2026-02-03 00:00:51,110070.74204623484,1216.0000408172607,115150,115164,0.99987843423292
0,2026-02-03 00:00:51,110070.74204623484,1218.0000411987303,115684,115968,0.9975510485651214
0,2026-02-03 00:00:51,110070.74204623484,1220.0000415802,116173,116475,0.9974071689203692
0,2026-02-03 00:00:51,110070.74204623484,1222.00004196167,115379,115972,0.9948866967888801
0,2026-02-03 00:00:51,110070.74204623484,1224.0000423431395,115791,116068,0.9976134679670537
0,2026-02-03 00:00:51,110070.74204623484,1226.0000427246093,115272,115536,0.9977149979227253
0,2026-02-03 00:00:51,110070.74204623484,1228.000043106079,115755,116112,0.9969253823894171
0,2026-02-03 00:00:51,110070.74204623484,1230.0000434875487,115355,115767,0.9964411274370071
0,2026-02-03 00:00:51,110070.74204623484,1232.0000438690186,115689,116138,0.9961339096591986
0,2026-02-03 00:00:51,110070.74204623484,1234.0000442504881,115619,116219,0.9948373329662104
0,2026-02-03 00:00:51,110070.74204623484,1236.000044631958,115542,115931,0.9966445558133717
0,2026-02-03 00:00:51,110070.74204623484,1238.0000450134276,116152,115604,1.0047403204041383
0,2026-02-03 00:00:51,110070.74204623484,1240.0000453948974,115586,116224,0.9945106002202643
0,2026-02-03 00:00:51,110070.74204623484,1242.0000457763672,115563,115848,0.9975398798425523
0,2026-02-03 00:00:51,110070.74204623484,1244.0000461578368,116474,115295,1.010225942148402
0,2026-02-03 00:00:51,110070.74204623484,1246.0000465393066,115869,116052,0.9984231206700445
0,2026-02-03 00:00:51,110070.74204623484,1248.0000469207762,114999,115785,0.9932115559010235
